year,country_txt,region_txt,incident_count,GDP per capita,population,incident_per_capita,education_level
2004,Spain,Western Europe,31,30088.092,42959672.0,7.216069992340723e-07,8.6
2004,Sri Lanka,South Asia,33,6191.9663,19490434.0,1.6931382851710742e-06,10.3
2004,Syria,Middle East & North Africa,1,7051.4287,18084010.0,5.5297469974856244e-08,5.4
2004,Taiwan,East Asia,2,29975.139,22703098.0,8.809370421605016e-08,7.907189542483661
2004,Tanzania,Sub-Saharan Africa,1,1464.3854,38360884.0,2.6068220951321142e-08,4.5
2004,Thailand,Southeast Asia,44,11408.326,65311164.0,6.736979913571897e-07,6.8
2004,Turkey,Middle East & North Africa,27,13423.795,67785080.0,3.9831774189836467e-07,5.9
2004,Uganda,Sub-Saharan Africa,10,1364.6852,27146082.0,3.6837728553240205e-07,4.4
2004,United Kingdom,Western Europe,5,34865.78,59995852.0,8.33390948427568e-08,12.1
2004,United States,North America,9,48492.72,293947872.0,3.0617673598943424e-08,12.8
2004,Uzbekistan,Central Asia,5,5068.2085,26234924.0,1.9058564835179245e-07,9.7
2005,Afghanistan,South Asia,155,964.4081,24411196.0,6.349545511821707e-06,2.6
2005,Algeria,Middle East & North Africa,104,9969.623,32956690.0,3.1556567118845975e-06,6.9
2005,Argentina,South America,3,15344.157,39070504.0,7.678426671946695e-08,9.1
2005,Bangladesh,South Asia,23,1925.6062,140912592.0,1.6322175097027526e-07,4.5
2005,Bolivia,South America,1,4445.3477,9377395.0,1.0663942384852083e-07,7.0
2005,Burundi,Sub-Saharan Africa,5,691.6197,7388869.0,6.766935507991819e-07,2.3
2005,China,East Asia,1,6626.592,1304887552.0,7.663495589848343e-10,6.9
2005,Colombia,South America,42,9524.723,42220944.0,9.947669573659935e-07,6.8
2005,Croatia,Eastern Europe,1,17581.36,4429687.0,2.25749584564327e-07,9.7
2005,Egypt,Middle East & North Africa,2,8021.8833,79075312.0,2.529234408837995e-08,5.6
2005,Ethiopia,Sub-Saharan Africa,5,829.2432,77469944.0,6.454115934303502e-08,1.9
2005,France,Western Europe,33,35495.465,60510080.0,5.453636815552054e-07,10.4
2005,Georgia,Central Asia,6,6849.789,3961183.0,1.5146990179448917e-06,12.1
2005,Germany,Western Europe,3,36205.574,81212168.0,3.694027722545222e-08,13.3
2005,Greece,Western Europe,6,26091.523,11113450.0,5.398863539224993e-07,9.8
2005,Guinea,Sub-Saharan Africa,1,1186.6049,9140112.0,1.0940784970687449e-07,1.6
2005,Guinea-Bissau,Sub-Saharan Africa,4,1226.5609,1379714.0,2.8991515632950015e-06,2.3
2005,Haiti,Central America & Caribbean,1,1461.8,9111901.0,1.0974658306757284e-07,4.3
2005,Hong Kong,East Asia,1,38191.9,6936872.0,1.4415719361695013e-07,10.5
2005,India,South Asia,146,3396.6487,1154638720.0,1.2644647842746863e-07,4.8
2005,Indonesia,Southeast Asia,15,6482.012,228805152.0,6.555796435912422e-08,7.4
2005,Iran,Middle East & North Africa,5,13110.143,70182592.0,7.124273780027958e-08,7.0
2005,Iraq,Middle East & North Africa,617,6441.41,28698688.0,2.1499240662151525e-05,5.8
2005,Israel,Middle East & North Africa,43,25686.406,6714119.0,6.404414339394342e-06,12.3
2005,Italy,Western Europe,6,34872.125,58199876.0,1.030930031534775e-07,9.2
2005,Jordan,Middle East & North Africa,4,9860.808,5678541.0,7.044062902777315e-07,9.7
2005,Kenya,Sub-Saharan Africa,2,2157.8416,35843016.0,5.5798875853527505e-08,5.8
2005,Kuwait,Middle East & North Africa,2,62959.6,2235409.0,8.946908597039736e-07,5.8
2005,Kyrgyzstan,Central Asia,2,3554.1858,5193112.0,3.851255278145359e-07,10.2
2005,Lebanon,Middle East & North Africa,17,9933.082,4643052.0,3.661384796035022e-06,7.5
2005,Mali,Sub-Saharan Africa,1,1414.7927,13180556.0,7.586933358501721e-08,1.7
2005,Mauritania,Sub-Saharan Africa,1,2371.0066,3012363.0,3.319653043142543e-07,3.4
2005,Mexico,North America,1,13655.801,105442400.0,9.48385089868971e-09,7.6
2005,Myanmar,Southeast Asia,8,2947.0989,47724472.0,1.6762888440127739e-07,3.5
2005,Nepal,South Asia,70,1836.3057,26285112.0,2.6631044980900214e-06,2.8
2005,Nigeria,Sub-Saharan Africa,9,3347.8206,140490720.0,6.406117073070733e-08,5.2
2005,Pakistan,South Asia,77,3883.9346,174372096.0,4.415844149742858e-07,4.5
2005,Peru,South America,2,7091.1333,28147260.0,7.10548735471943e-08,8.7
2005,Philippines,Southeast Asia,25,4721.0005,86261248.0,2.8981727693065607e-07,8.7
2005,Qatar,Middle East & North Africa,1,76808.42,848718.0,1.1782476629457605e-06,8.8
2005,Russia,Eastern Europe,64,16243.101,143800048.0,4.4506243836580636e-07,11.4
2005,Rwanda,Sub-Saharan Africa,1,1210.5105,9026297.0,1.1078740263033667e-07,2.8
2005,Saudi Arabia,Middle East & North Africa,1,32700.332,24397652.0,4.098755076922976e-08,7.6
2005,Senegal,Sub-Saharan Africa,1,2121.1587,10974066.0,9.112392799533008e-08,2.4
2005,Spain,Western Europe,24,30885.602,43685372.0,5.493829833931596e-07,8.9
2005,Sri Lanka,South Asia,133,6491.198,19673866.0,6.760237159285318e-06,10.4
2005,Sweden,Western Europe,3,39258.992,9051739.0,3.3142802725531525e-07,12.4
2005,Tajikistan,Central Asia,1,2416.867,6929153.0,1.443177831403059e-07,10.5
2005,Thailand,Southeast Asia,155,11742.128,65821360.0,2.3548586659406614e-06,7.0
2005,Togo,Sub-Saharan Africa,1,1119.8043,5711605.0,1.750821354067727e-07,4.2
2005,Trinidad and Tobago,Central America & Caribbean,2,26651.832,1369078.0,1.460837147335652e-06,10.0
2005,Turkey,Middle East & North Africa,41,14487.758,68704712.0,5.967567406439314e-07,6.0
2005,Uganda,Sub-Saharan Africa,11,1451.0973,27946586.0,3.936080063589878e-07,4.4
2005,United Kingdom,Western Europe,29,35623.625,60383740.0,4.802617393357881e-07,12.2
2005,United States,North America,21,49654.76,296842656.0,7.074454959734628e-08,12.8
2005,Uruguay,South America,1,12757.499,3317666.0,3.0141671886199516e-07,8.0
2005,Uzbekistan,Central Asia,2,5284.005,26573428.0,7.526315385429385e-08,9.8
2005,Yemen,Middle East & North Africa,7,4485.583,21320676.0,3.283197962391061e-07,1.9
2006,Afghanistan,South Asia,282,1057.0966,25442946.0,1.1083622156019197e-05,2.7
2006,Algeria,Middle East & North Africa,152,10385.779,33435082.0,4.546123140957154e-06,7.0
2006,Australia,Australasia & Oceania,2,42650.984,20467032.0,9.77181254223866e-08,11.9
2006,Austria,Western Europe,1,38866.848,8267771.0,1.2095158416942124e-07,10.1
2006,Bahrain,Middle East & North Africa,1,26840.125,970986.0,1.0298809663579083e-06,8.4
2006,Bangladesh,South Asia,23,2057.6985,142628832.0,1.6125771821506607e-07,4.6
2006,Belarus,Eastern Europe,1,13792.554,9874700.0,1.0126889930833342e-07,10.0
2006,Brazil,South America,3,11766.605,188820688.0,1.5888089550865315e-08,6.4
2006,Burundi,Sub-Saharan Africa,5,703.361,7658194.0,6.528954476734332e-07,2.4
2006,Canada,North America,2,41247.15,32531864.0,6.147818643284627e-08,12.3
2006,Central African Republic,Sub-Saharan Africa,1,881.4852,4294352.0,2.3286400369601748e-07,3.3
2006,Chad,Sub-Saharan Africa,11,1225.5164,10365620.0,1.061200391293526e-06,1.6
2006,Chile,South America,1,17920.803,16334573.0,6.121984333474771e-08,9.5
2006,Colombia,South America,43,10039.683,42772912.0,1.0053091545415472e-06,6.7
2006,Egypt,Middle East & North Africa,5,8509.614,80629664.0,6.201191660677143e-08,5.8
2006,Ethiopia,Sub-Saharan Africa,11,880.6544,79691056.0,1.380330560558766e-07,2.0
2006,France,Western Europe,34,36166.16,60919152.0,5.581167643305343e-07,10.6
2006,Georgia,Central Asia,3,7398.0527,3933866.0,7.626085891080174e-07,12.1
2006,Germany,Western Europe,4,38014.137,81177816.0,4.9274545646805774e-08,13.6
2006,Greece,Western Europe,23,27731.111,11106097.0,2.070934550634665e-06,9.9
2006,Guatemala,Central America & Caribbean,4,6305.8184,13412401.0,2.9823146504492373e-07,3.7
2006,Guinea-Bissau,Sub-Saharan Africa,1,1233.8132,1414094.0,7.07166567427625e-07,2.3
2006,Haiti,Central America & Caribbean,1,1493.0382,9266293.0,1.0791802072306584e-07,4.4
2006,India,South Asia,167,3629.4111,1172373760.0,1.4244604041632592e-07,4.9
2006,Indonesia,Southeast Asia,10,6782.6245,231797424.0,4.314111790992121e-08,7.9
2006,Iran,Middle East & North Africa,14,14185.753,71275768.0,1.964201915018299e-07,9.1
2006,Iraq,Middle East & North Africa,838,7117.6133,28905614.0,2.899090813293224e-05,5.9
2006,Ireland,Western Europe,1,51296.195,4234809.0,2.3613815876938015e-07,11.8
2006,Israel,Middle East & North Africa,81,26571.256,6832082.0,1.1855829599234904e-05,12.1
2006,Italy,Western Europe,4,35713.805,58429904.0,6.845809638845206e-08,9.3
2006,Jordan,Middle East & North Africa,1,10404.562,6075550.0,1.645941519697805e-07,9.8
2006,Kenya,Sub-Saharan Africa,2,2255.2585,36925260.0,5.4163464251842776e-08,5.9
2006,Kyrgyzstan,Central Asia,3,3594.5652,5246785.0,5.717787178243439e-07,10.2
2006,Lebanon,Middle East & North Africa,8,10236.868,4719874.0,1.6949605010642234e-06,7.6
2006,Lesotho,Sub-Saharan Africa,1,2056.3296,1976787.0,5.058713963618741e-07,5.4
2006,Madagascar,Sub-Saharan Africa,1,1322.4795,19350302.0,5.167878000043617e-08,5.7
2006,Mexico,North America,7,14287.559,106886792.0,6.548985023331975e-08,8.0
2006,Moldova,Eastern Europe,1,4243.0703,3942748.0,2.536302091840513e-07,10.6
2006,Myanmar,Southeast Asia,2,3246.6934,48088276.0,4.159017886189141e-08,3.7
2006,Nepal,South Asia,83,1884.1873,26518974.0,3.129834510188818e-06,2.9
2006,Nigeria,Sub-Saharan Africa,37,3564.6323,144329760.0,2.5635738603043474e-07,5.2
2006,Norway,Western Europe,1,71310.53,4661081.0,2.1454250634134014e-07,12.5
2006,Pakistan,South Asia,164,4062.6665,178069984.0,9.209862118031077e-07,4.4
2006,Peru,South America,1,7560.897,28381080.0,3.523474089076244e-08,8.1
2006,Philippines,Southeast Asia,58,4908.6167,87901832.0,6.598269760748558e-07,8.8
2006,Russia,Eastern Europe,56,18008.336,143338672.0,3.9068312283512716e-07,11.4
2006,Saudi Arabia,Middle East & North Africa,3,34483.043,25382870.0,1.1818994463589026e-07,7.8
2006,South Korea,East Asia,1,28516.484,48049348.0,2.081193692784343e-08,11.4
2006,Spain,Western Europe,23,31907.424,44422824.0,5.177518655725264e-07,9.0
2006,Sri Lanka,South Asia,217,6904.036,19870706.0,1.0920598392427527e-05,10.5
2006,Sweden,Western Europe,1,40992.3,9104724.0,1.0983309323819151e-07,12.4
2006,Syria,Middle East & North Africa,1,6901.778,19432012.0,5.1461475013498346e-08,6.2
2006,Thailand,Southeast Asia,202,12180.711,66319528.0,3.0458600368808416e-06,7.0
2006,Turkey,Middle East & North Africa,43,15425.188,69601328.0,6.178043039638554e-07,6.1
2006,United Kingdom,Western Europe,6,36214.07,60803700.0,9.86782054381559e-08,12.4
2006,United States,North America,6,50489.86,299753088.0,2.0016474359056476e-08,12.8
2006,Yemen,Middle East & North Africa,5,4497.2593,21966304.0,2.2762136042549533e-07,2.0
2006,Zimbabwe,Sub-Saharan Africa,1,1455.7286,12330490.0,8.109977786770842e-08,6.8
2007,Afghanistan,South Asia,341,1259.9967,25903306.0,1.3164342806281174e-05,2.9
2007,Algeria,Middle East & North Africa,124,10974.742,33983836.0,3.648793502887667e-06,7.2
2007,Armenia,Central Asia,1,9713.213,3004398.0,3.3284538200331645e-07,11.0
2007,Austria,Western Europe,1,40305.273,8294720.0,1.2055862042359476e-07,11.6
2007,Azerbaijan,Central Asia,1,12699.498,8878408.0,1.1263280534077731e-07,10.2
2007,Bangladesh,South Asia,9,2194.4224,144135936.0,6.244105564347256e-08,4.7
2007,Belgium,Western Europe,1,38082.875,10653698.0,9.386412117182221e-08,11.1
2007,Benin,Sub-Saharan Africa,1,1904.5496,8647761.0,1.1563686831770675e-07,2.8
2007,Bolivia,South America,3,4713.448,9711155.0,3.0892308896315626e-07,7.1
2007,Burundi,Sub-Saharan Africa,3,700.9587,7944613.0,3.776143658602376e-07,2.4
2007,Cameroon,Sub-Saharan Africa,1,2315.607,18251868.0,5.478891256500431e-08,5.2
2007,Central African Republic,Sub-Saharan Africa,1,897.4783,4375582.0,2.2854102608521564e-07,3.4
2007,Chad,Sub-Saharan Africa,7,1422.3408,10722738.0,6.528183380028497e-07,1.7
2007,Chile,South America,8,18487.9,16495543.0,4.849794880956632e-07,9.4
2007,Colombia,South America,30,10602.305,43306592.0,6.92735184518791e-07,7.2
2007,Cuba,Central America & Caribbean,1,5635.6885,11269890.0,8.873201069398193e-08,10.4
2007,Cyprus,Western Europe,1,28109.996,1073875.0,9.312070771737865e-07,11.2
2007,Ethiopia,Sub-Saharan Africa,5,936.3744,81996184.0,6.097844748482441e-08,2.1
2007,Finland,Western Europe,1,39998.527,5288694.0,1.8908259770748696e-07,12.0
2007,France,Western Europe,16,36845.684,61329380.0,2.608863810460826e-07,10.7
2007,Germany,Western Europe,3,39752.207,81183832.0,3.695317067565867e-08,13.7
2007,Greece,Western Europe,15,28822.916,11091491.0,1.3523880603608657e-06,10.0
2007,Haiti,Central America & Caribbean,2,1541.7675,9420832.0,2.1229547453982832e-07,4.5
2007,India,South Asia,149,3870.699,1189691776.0,1.2524252332059492e-07,5.0
2007,Indonesia,Southeast Asia,2,7157.313,234858288.0,8.515773562992165e-09,7.1
2007,Iran,Middle East & North Africa,9,15467.107,72319424.0,1.2444789383278274e-07,8.9
2007,Iraq,Middle East & North Africa,1047,7587.6055,28660888.0,3.653061970724703e-05,6.1
2007,Ireland,Western Europe,1,52322.23,4359841.0,2.2936616266510636e-07,11.9
2007,Israel,Middle East & North Africa,53,27624.883,6952007.0,7.623697732180074e-06,12.5
2007,Jamaica,Central America & Caribbean,1,7402.178,2701222.0,3.7020281931659077e-07,8.4
2007,Kenya,Sub-Saharan Africa,12,2380.7764,38036796.0,3.1548398555966703e-07,6.0
2007,Kyrgyzstan,Central Asia,1,3831.4949,5294777.0,1.8886536675671138e-07,10.3
2007,Latvia,Eastern Europe,1,21042.367,2176059.0,4.5954636340283055e-07,12.3
2007,Lebanon,Middle East & North Africa,18,11276.507,4809608.0,3.742508744995434e-06,7.8
2007,Libya,Middle East & North Africa,1,20731.719,6097177.0,1.6401032805837849e-07,6.8
2007,Mali,Sub-Saharan Africa,5,1441.2059,14080916.0,3.5509053530324306e-07,1.8
2007,Mexico,North America,10,14684.728,108302976.0,9.233356616165376e-08,8.0
2007,Montenegro,Eastern Europe,1,12027.43,631931.0,1.5824512486331578e-06,10.8
2007,Morocco,Middle East & North Africa,6,6228.4316,31232634.0,1.9210675602960672e-07,4.0
2007,Mozambique,Sub-Saharan Africa,1,1067.9666,21280520.0,4.69913329185565e-08,3.0
2007,Myanmar,Southeast Asia,3,3542.5884,48445652.0,6.192506192299775e-08,3.8
2007,Nepal,South Asia,90,1927.3865,26713652.0,3.3690638779003336e-06,3.0
2007,Niger,Sub-Saharan Africa,7,766.1869,14897877.0,4.6986560568327956e-07,1.4
2007,Nigeria,Sub-Saharan Africa,61,3817.4834,148294032.0,4.113449420540403e-07,5.2
2007,Pakistan,South Asia,260,4160.365,181924528.0,1.4291640762151654e-06,4.4
2007,Peru,South America,4,8138.365,28600380.0,1.3985828160325143e-07,8.1
2007,Philippines,Southeast Asia,65,5172.662,89561376.0,7.257592826622047e-07,8.9
2007,Russia,Eastern Europe,51,20018.123,143117680.0,3.5635010293626896e-07,11.4
2007,Saudi Arabia,Middle East & North Africa,1,36070.316,26400066.0,3.7878693182054925e-08,8.1
2007,Senegal,Sub-Saharan Africa,1,2137.6716,11563878.0,8.64761803955386e-08,2.4
2007,South Africa,Sub-Saharan Africa,2,10576.291,49996096.0,4.00031234438785e-08,9.1
2007,Spain,Western Europe,11,32735.434,45245784.0,2.4311657413207825e-07,9.1
2007,Sri Lanka,South Asia,132,7283.6323,20078652.0,6.574146511429154e-06,10.6
2007,Switzerland,Western Europe,2,54509.54,7541909.0,2.651848490879431e-07,12.6
2007,Tajikistan,Central Asia,1,2647.2095,7188397.0,1.391130734710395e-07,10.5
2007,Thailand,Southeast Asia,293,12694.715,66826752.0,4.384471655902115e-06,7.1
2007,Tunisia,Middle East & North Africa,1,9932.938,10580399.0,9.451439402238045e-08,6.1
2007,Turkey,Middle East & North Africa,29,16090.835,70468864.0,4.1152926773447065e-07,6.2
2007,Uganda,Sub-Saharan Africa,1,1569.8298,29629804.0,3.3749801382418866e-08,4.8
2007,Ukraine,Eastern Europe,1,10355.818,46313064.0,2.1592179692537724e-08,11.2
2007,United Kingdom,Western Europe,20,36816.676,61260680.0,3.2647368589444325e-07,12.6
2007,United States,North America,8,50901.746,302743392.0,2.642501937746671e-08,12.9
2007,Venezuela,South America,2,17386.086,27525096.0,7.266096365295147e-08,8.1
2007,Yemen,Middle East & North Africa,7,4516.1436,22641538.0,3.09166276601881e-07,2.2
2007,Zimbabwe,Sub-Saharan Africa,1,1422.1553,12450566.0,8.03176337525539e-08,7.0
2008,Afghanistan,South Asia,414,1319.6074,26427204.0,1.566567541537879e-05,3.0
2008,Algeria,Middle East & North Africa,107,11475.002,34569592.0,3.095205751922094e-06,6.7
2008,Australia,Australasia & Oceania,3,44421.64,21247876.0,1.4119058300227278e-07,12.3
2008,Austria,Western Europe,7,40964.793,8321134.0,8.41231495611055e-07,11.5
2008,Azerbaijan,Central Asia,2,14072.627,8999697.0,2.2222970395558872e-07,10.2
2008,Bahrain,Middle East & North Africa,1,30612.498,1110352.0,9.00615300373215e-07,8.4
2008,Bangladesh,South Asia,19,2321.0505,145421328.0,1.3065483764527305e-07,4.8
2008,Belarus,Eastern Europe,1,16223.997,9787829.0,1.0216770235769342e-07,11.3
2008,Bulgaria,Eastern Europe,2,14761.715,7674912.0,2.605893070826089e-07,10.5
2008,Burundi,Sub-Saharan Africa,7,708.6786,8278112.0,8.456034419442501e-07,2.5
2008,Cambodia,Southeast Asia,2,2482.0068,13943897.0,1.4343192580954952e-07,3.9
2008,Cameroon,Sub-Saharan Africa,1,2352.7996,18777082.0,5.3256411193176874e-08,5.2
2008,Canada,North America,5,41896.426,33218542.0,1.5051834604902286e-07,12.4
2008,Central African Republic,Sub-Saharan Africa,2,901.8513,4467237.0,4.4770402823937926e-07,3.4
2008,Chad,Sub-Saharan Africa,8,1422.2312,11098672.0,7.208069578054023e-07,1.8
2008,Chile,South America,4,18804.03,16661463.0,2.400749562028256e-07,9.9
2008,China,East Asia,20,8190.1123,1330167168.0,1.5035704143917043e-08,7.0
2008,Colombia,South America,133,10846.737,43815316.0,3.0354682367234326e-06,7.3
2008,Croatia,Eastern Europe,2,20717.316,4393666.0,4.552007366968723e-07,10.3
2008,Denmark,Western Europe,1,44246.4,5502752.0,1.8172725210948995e-07,12.9
2008,Ecuador,South America,2,9103.872,14496800.0,1.3796148115446167e-07,7.9
2008,Egypt,Middle East & North Africa,1,9698.017,83844784.0,1.1926800360055791e-08,6.2
2008,Ethiopia,Sub-Saharan Africa,8,989.9804,84357104.0,9.483492937358304e-08,2.2
2008,Finland,Western Europe,1,40129.652,5313358.0,1.882048979195454e-07,12.2
2008,France,Western Europe,13,36761.793,61721004.0,2.1062521925275227e-07,10.7
2008,Georgia,Central Asia,33,8461.917,3879701.0,8.505810112686519e-06,12.2
2008,Germany,Western Europe,3,40715.434,81217488.0,3.693785752152295e-08,13.7
2008,Greece,Western Europe,53,28907.926,11073621.0,4.786148993179376e-06,10.1
2008,Hong Kong,East Asia,1,42635.48,7050673.0,1.418304323573083e-07,11.3
2008,Hungary,Eastern Europe,2,20380.63,10023508.0,1.9953094265999488e-07,11.5
2008,India,South Asia,534,4030.6543,1206734848.0,4.425164325742584e-07,5.2
2008,Indonesia,Southeast Asia,13,7633.166,237936544.0,5.463641600173868e-08,7.1
2008,Iran,Middle East & North Africa,8,15739.984,73318400.0,1.0911312849162011e-07,8.6
2008,Iraq,Middle East & North Africa,1106,8587.265,29218384.0,3.785288056998635e-05,6.2
2008,Ireland,Western Europe,5,49583.14,4452393.0,1.122991613723227e-06,12.0
2008,Israel,Middle East & North Africa,134,27857.62,7074530.0,1.8941187612463302e-05,12.6
2008,Italy,Western Europe,2,35942.938,59224228.0,3.376996319816951e-08,9.5
2008,Japan,East Asia,3,35496.227,128077632.0,2.3423293772327085e-08,11.4
2008,Kazakhstan,Central Asia,1,18665.766,16196521.0,6.174165427254409e-08,11.5
2008,Kenya,Sub-Saharan Africa,11,2357.2324,39186896.0,2.807060809307275e-07,6.0
2008,Lebanon,Middle East & North Africa,58,12479.107,4887615.0,1.1866728455494142e-05,7.8
2008,Liberia,Sub-Saharan Africa,1,811.158,3783892.0,2.642781559304547e-07,4.0
2008,Libya,Middle East & North Africa,1,25140.6,6228377.0,1.6055547055035366e-07,7.0
2008,Malaysia,Southeast Asia,2,17865.64,27664304.0,7.229533047352284e-08,9.4
2008,Mali,Sub-Saharan Africa,9,1460.496,14551122.0,6.185090056972926e-07,1.9
2008,Mauritania,Sub-Saharan Africa,2,2895.665,3233342.0,6.185550430483382e-07,3.6
2008,Mexico,North America,8,14808.09,109684496.0,7.293647043790036e-08,8.0
2008,Myanmar,Southeast Asia,20,3585.7651,48729480.0,4.1042916936523844e-07,3.9
2008,Nepal,South Asia,120,2021.154,26881542.0,4.464029630443075e-06,3.1
2008,Netherlands,Western Europe,1,44840.71,16460775.0,6.075048106787195e-08,12.0
2008,New Zealand,Australasia & Oceania,5,31444.633,4260235.0,1.173644176905734e-06,11.8
2008,Niger,Sub-Saharan Africa,9,809.4504,15455181.0,5.823289937529686e-07,1.4
2008,Nigeria,Sub-Saharan Africa,76,4084.2002,152382512.0,4.987448953459961e-07,5.2
2008,Pakistan,South Asia,568,4224.405,185931952.0,3.054881067456335e-06,4.4
